Tag,Year,NumLeaves(t-1),NumLeaves(t),LLL(t-1),LLL(t),NumFlowers,AbortedBuds,Alive(t+1),Comments
470UL,1993,21,25,101,108,0,0,1,
470UL,1994,25,24,108,123,0,0,1,
470UL,1995,24,34,123,125,0,0,0,
471TIMUL,1987,NA,6,NA,76,0,0,1,
471TIMUL,1988,6,7,76,97,0,0,1,
471TIMUL,1989,7,14,97,65,0,0,1,
471TIMUL,1990,14,14,65,106,0,0,1,
471TIMUL,1991,14,13,106,83,0,0,1,
471TIMUL,1992,13,13,83,103,0,0,1,
471TIMUL,1993,13,NA,103,NA,0,0,1,
471TIMUL,1994,NA,13,NA,107,0,0,0,
471U,1995,NA,4,NA,20,0,0,1,
471U,1996,4,8,20,24,0,0,1,
471U,1997,8,11,24,42,0,0,1,
471U,1998,11,13,42,81,0,0,1,
471U,1999,13,20,81,99,0,0,1,
471U,2000,20,23,99,105,0,0,1,
471U,2001,23,31,105,110,0,0,1,
471U,2002,31,31,110,107,0,0,0,"""Probably new tag 733""?"
471TIMDR,1987,NA,9,NA,33,0,0,1,
471TIMDR,1988,9,12,33,63,0,0,1,
471TIMDR,1989,12,11,63,47,0,0,1,
471TIMDR,1990,11,19,47,78,0,0,1,
471TIMDR,1991,19,20,78,76,0,0,1,
471TIMDR,1992,20,23,76,81,0,0,1,
471TIMDR,1993,23,NA,81,NA,0,0,1,
471TIMDR,1994,NA,23,NA,86,0,0,1,
471TIMDR,1995,23,31,86,85,0,0,0,
472L,1987,NA,6,NA,57,0,0,1,
472L,1988,6,8,57,80,0,0,1,
472L,1989,8,7,8,59,0,0,1,
472L,1990,7,9,59,85,0,0,1,
472L,1991,9,9,85,88,0,0,1,
472L,1992,9,12,88,95,0,0,1,
472L,1993,12,15,95,99,0,0,1,
472L,1994,15,14,99,90,0,0,1,
472L,1995,13,23,90,92,0,0,0,
472R,1987,NA,6,NA,60,0,0,1,
472R,1988,6,9,60,75,0,0,1,
472R,1989,9,7,75,56,0,0,1,
472R,1990,7,8,56,82,0,0,1,
472R,1991,8,8,82,82,0,0,1,
472R,1992,8,10,82,102,0,0,1,
472R,1993,10,10,102,96,0,0,1,
472R,1994,10,14,96,81,0,0,1,
472R,1995,14,19,81,88,0,0,1,
474M,1989,NA,6,NA,43,0,0,1,
474M,1990,6,6,43,65,0,0,1,
474M,1991,6,7,65,59,0,0,1,
474M,1992,7,6,59,64,0,0,1,
474M,1993,6,5,64,52,0,0,0,
474UR,1989,NA,7,NA,34,0,0,1,
474UR,1990,7,6,34,35,0,0,1,
474UR,1991,6,7,35,44,0,0,1,
474UR,1992,7,6,44,53,0,0,1,
474UR,1993,6,27,53,110,0,0,0,
474D,1988,NA,9,NA,44,0,0,1,
474D,1989,9,9,44,49,0,0,1,
474D,1990,9,7,49,67,0,0,1,
474D,1991,7,8,67,71,0,0,1,
474D,1992,8,6,71,42,0,0,1,
474D,1993,6,8,42,76,0,0,1,
474D,1994,8,4,76,56,0,0,1,
474D,1995,4,6,56,60,0,0,1,
474D,1996,6,12,60,66,0,0,1,
474D,1997,12,17,66,69,0,0,0,
480,1987,NA,3,NA,10,0,0,1,
480,1988,3,5,10,16,0,0,1,
480,1989,5,4,16,20,0,0,1,
480,1990,4,5,20,30,0,0,1,
480,1991,5,7,30,42,0,0,1,
480,1992,7,6,42,46,0,0,1,
480,1993,6,6,36,57,0,0,1,
480,1994,6,7,57,36,0,0,1,
480,1995,7,10,36,61,0,0,0,
482TB,1987,NA,6,NA,39,0,0,1,
482TB,1988,6,7,39,53,0,0,1,
482TB,1989,7,8,53,44,0,0,1,
482TB,1990,8,9,44,62,0,0,1,
482TB,1991,9,12,62,52,0,0,1,
482TB,1992,12,12,56,66,0,0,1,
482TB,1993,12,11,66,80,0,0,1,
482TB,1994,11,NA,80,NA,0,0,1,
482TB,1995,NA,19,NA,90,0,0,0,
483,1987,NA,5,NA,14,0,0,1,
483,1988,5,6,14,14,0,0,1,
483,1989,6,5,14,17,0,0,1,
483,1990,5,7,17,39,0,0,1,
483,1991,7,8,39,NA,0,0,1,
483,1992,8,9,NA,52,0,0,1,
483,1993,9,11,52,65,0,0,1,
483,1994,11,13,65,66,0,0,1,
483,1995,13,15,66,72,0,0,0,
486,1988,NA,5,NA,24,0,0,1,
486,1989,5,5,24,15,0,0,1,
486,1990,5,7,15,28,0,0,1,
486,1991,7,9,28,22,0,0,1,
486,1992,9,7,22,40,0,0,1,
486,1993,7,8,40,45,0,0,1,
486,1994,8,7,45,42,0,0,1,
486,1995,7,13,42,54,0,0,0,
487L,1988,NA,6,NA,33,0,0,1,
487L,1989,6,8,33,28,0,0,1,
487L,1990,8,10,28,48,0,0,1,
487L,1991,10,10,48,34,0,0,1,
487L,1992,10,12,34,62,0,0,1,
487L,1993,12,11,62,71,0,0,1,
487L,1994,11,12,71,75,0,0,1,
487L,1995,12,20,75,80,0,0,0,
487R,1988,NA,5,NA,22,0,0,1,
487R,1989,5,6,22,20,0,0,1,
487R,1990,6,6,20,33,0,0,1,
487R,1991,6,6,33,50,0,0,1,
487R,1992,6,10,50,43,0,0,1,
487R,1993,10,7,43,60,0,0,1,
487R,1994,7,8,60,65,0,0,1,
487R,1995,8,8,65,63,0,0,0,
489U,1990,NA,7,NA,32,0,0,0,
489D,1990,NA,7,NA,38,0,0,1,
489D,1991,7,8,38,36,0,0,1,
489D,1992,8,10,36,43,0,0,1,
489D,1993,10,10,43,49,0,0,1,
489D,1994,10,7,49,50,0,0,1,
489D,1995,7,10,50,39,0,0,0,
489R,1990,NA,5,NA,23,0,0,0,
491A,1991,NA,6,NA,43,0,0,1,
491A,1992,6,6,43,41,0,0,1,
491A,1993,6,8,41,31,0,0,1,
491A,1994,8,4,31,50,0,0,1,
491A,1995,4,7,50,43,0,0,0,
491B,1991,NA,12,NA,40,0,0,1,
491B,1992,12,9,40,43,0,0,1,
491B,1993,9,7,43,63,0,0,1,
491B,1994,7,6,63,31,0,0,1,
491B,1995,6,9,31,41,0,0,0,
491C,1991,NA,8,NA,50,0,0,1,
491C,1992,8,9,50,63,0,0,1,
491C,1993,9,10,63,74,0,0,1,
491C,1994,10,7,74,63,0,0,1,
491C,1995,7,11,63,55,0,0,1,
491D,1991,NA,10,NA,55,0,0,1,
491D,1992,10,10,55,65,0,0,1,
491D,1993,10,8,65,80,0,0,1,
491D,1994,8,8,80,35,0,0,1,
491D,1995,8,12,35,80,0,0,0,
491E,1991,NA,9,NA,69,0,0,1,
491E,1992,9,10,69,72,0,0,1,
491E,1993,10,6,72,69,0,0,1,
491E,1994,6,7,69,75,0,0,1,
491E,1995,7,4,75,40,0,0,0,
491F,1991,NA,7,NA,57,0,0,1,
491F,1992,7,7,57,65,0,0,1,
491F,1993,7,5,65,67,0,0,1,
491F,1994,5,5,67,51,0,0,1,
491F,1995,5,5,51,38,0,0,0,
491T,1991,NA,6,NA,54,0,0,1,
491T,1992,6,6,54,62,0,0,1,
491T,1993,6,11,62,75,0,0,1,
491T,1994,11,11,75,75,0,0,1,
491T,1995,11,16,75,77,0,0,0,
491G,1991,NA,10,NA,50,0,0,1,
491G,1992,10,11,50,66,0,0,1,
491G,1993,11,15,66,72,0,0,1,
491G,1994,15,17,72,73,0,0,1,
491G,1995,18,22,73,77,0,0,0,
491UR,1991,NA,13,NA,52,0,0,1,
491UR,1992,13,12,52,65,0,0,1,
491UR,1993,12,10,65,72,0,0,1,
491UR,1994,10,12,75,64,0,0,1,
491UR,1995,12,13,64,64,0,0,0,
491H,1991,NA,11,NA,59,0,0,1,
491H,1992,11,11,59,54,0,0,1,
491H,1993,11,10,54,69,0,0,1,
491H,1994,10,10,69,65,0,0,1,
491H,1995,10,11,65,75,0,0,0,
491I,1991,NA,10,NA,48,0,0,1,
491I,1992,10,9,48,58,0,0,1,
491I,1993,9,5,58,64,0,0,1,
491I,1994,5,5,64,61,0,0,1,
491I,1995,5,7,61,69,0,0,0,
491J,1991,NA,9,NA,41,0,0,1,
491J,1992,9,6,41,59,0,0,0,
493,1988,NA,7,NA,30,0,0,1,
493,1989,7,13,30,42,0,0,1,
493,1990,13,18,42,61,0,0,1,
493,1991,18,25,61,63,0,0,1,
493,1992,25,27,63,85,0,0,1,
493,1993,27,37,85,90,0,0,1,
493,1994,37,43,90,86,0,0,1,
493,1995,43,51,86,90,0,0,0,
494,1988,NA,9,NA,80,0,0,1,
494,1989,9,16,80,60,0,0,1,
494,1990,16,16,60,91,0,0,1,
494,1991,16,18,91,87,0,0,1,
494,1992,18,17,87,89,0,0,1,
494,1993,17,21,89,94,0,0,1,
494,1994,21,21,94,92,0,0,0,
495,1988,NA,4,NA,26,0,0,1,
495,1989,4,7,26,32,0,0,1,
495,1990,7,8,32,64,0,0,1,
495,1991,8,11,64,51,0,0,1,
495,1992,11,9,51,65,0,0,1,
495,1993,9,14,65,65,0,0,1,
495,1994,13,15,65,7,0,0,1,7 LLL?
495,1995,15,24,7,81,0,0,0,
504,1988,NA,2,NA,10,0,0,1,
504,1989,2,4,10,10,0,0,1,
504,1990,4,5,10,22,0,0,1,
504,1991,5,5,22,31,0,0,1,
504,1992,5,4,31,43,0,0,1,
504,1993,4,5,43,47,0,0,1,
504,1994,5,4,47,23,0,0,1,
504,1995,4,7,23,38,0,0,1,
504,1996,7,9,38,32,0,0,1,
504,1997,9,9,32,51,0,0,1,
504,1998,9,13,51,61,0,0,1,
504,1999,13,18,61,60,0,0,1,
504,2000,18,20,60,74,0,0,1,
504,2001,20,24,74,92,0,0,1,
504,2002,24,25,92,67,0,0,0,
507TB,1988,NA,2,NA,7,0,0,1,
507TB,1989,2,NA,7,NA,0,0,1,
507TB,1990,NA,4,NA,9,0,0,1,
507TB,1991,4,4,9,16,0,0,1,
507TB,1992,4,6,16,21,0,0,1,
507TB,1993,6,5,21,27,0,0,1,
507TB,1994,5,3,27,10,0,0,1,
507TB,1995,3,6,10,31,0,0,1,
507TB,1996,6,7,31,24,0,0,1,
507TB,1997,7,7,24,20,0,0,1,
507TB,1998,7,7,20,32,0,0,1,
507TB,1999,7,8,32,36,0,0,0,
515,1988,NA,6,NA,40,0,0,1,
515,1989,6,6,22,24,0,0,1,
515,1990,6,6,24,32,0,0,1,
515,1991,6,5,32,36,0,0,1,
515,1992,5,6,36,33,0,0,1,
515,1993,6,6,33,45,0,0,1,
515,1994,6,7,45,39,0,0,1,
515,1995,7,13,39,45,0,0,1,
515,1996,13,14,45,48,0,0,1,
515,1997,14,14,48,80,0,0,1,
515,1998,14,19,80,81,0,0,1,
515,1999,19,25,81,91,0,0,0,
519,1988,NA,6,NA,40,0,0,1,
519,1989,6,10,40,42,0,0,1,
519,1990,10,9,42,59,0,0,1,
519,1991,9,8,59,67,0,0,1,
519,1992,8,8,67,84,0,0,1,
519,1993,8,12,84,66,0,0,1,
519,1994,12,NA,66,NA,0,0,1,
519,1995,NA,15,NA,73,0,0,0,
521,1988,NA,5,NA,39,0,0,1,
521,1989,5,6,39,49,0,0,1,
521,1990,6,6,49,53,0,0,1,
521,1991,6,7,53,54,0,0,1,
521,1992,7,7,54,78,0,0,1,
521,1993,7,10,78,63,0,0,1,
521,1994,10,10,63,72,0,0,1,
521,1995,10,13,72,65,0,0,1,
521,1996,13,13,65,78,0,0,0,
522A,1991,NA,6,NA,35,0,0,1,
522A,1992,6,6,35,46,0,0,1,
522A,1993,6,5,46,50,0,0,1,
522A,1994,5,5,50,22,0,0,1,
522A,1995,5,7,22,55,0,0,0,
522B,1993,NA,2,NA,12,0,0,1,
522B,1994,2,2,12,7,0,0,1,
522B,1995,2,3,7,17,0,0,0,
522C,1991,NA,4,NA,22,0,0,1,
522C,1992,4,5,22,21,0,0,1,
522C,1993,5,4,21,25,0,0,1,
522C,1994,4,6,25,39,0,0,1,
522C,1995,6,4,39,33,0,0,0,
522D,1991,NA,4,NA,22,0,0,1,
522D,1992,4,5,22,29,0,0,1,
522D,1993,5,4,29,33,0,0,1,
522D,1994,4,NA,33,NA,0,0,1,
522D,1995,NA,5,NA,32,0,0,0,
522E,1991,NA,6,NA,41,0,0,1,
522E,1992,6,5,41,49,0,0,1,
522E,1993,5,6,49,46,0,0,1,
522E,1994,6,6,46,47,0,0,1,
522E,1995,6,8,47,52,0,0,1,
522F,1991,NA,2,NA,7,0,0,1,
522F,1992,2,2,7,12,0,0,1,
522F,1993,2,3,12,10,0,0,1,
522F,1994,3,5,10,44,0,0,1,
522F,1995,5,3,44,15,0,0,1,
522F,1996,3,3,15,14,0,0,0,
522G,1991,NA,6,NA,31,0,0,1,
522G,1992,6,6,31,47,0,0,1,
522G,1993,6,7,47,43,0,0,1,
522G,1994,7,6,43,39,0,0,1,
522G,1995,6,10,39,50,0,0,0,
522H,1991,NA,5,NA,32,0,0,1,
522H,1992,5,6,32,43,0,0,1,
522H,1993,6,7,43,41,0,0,1,
522H,1994,7,6,41,50,0,0,1,
522H,1995,6,8,50,52,0,0,0,
522I,1991,NA,6,NA,20,0,0,1,
522I,1992,6,6,20,36,0,0,0,
522J,1991,NA,9,NA,47,0,0,1,
522J,1992,9,10,47,59,0,0,1,
522J,1993,10,11,59,59,0,0,1,
522J,1994,11,12,59,57,0,0,1,
522J,1995,12,15,57,62,0,0,0,
523TRU,1988,NA,7,NA,29,0,0,1,
523TRU,1989,7,9,29,26,0,0,1,
523TRU,1990,9,12,26,50,0,0,1,
523TRU,1991,12,9,50,44,0,0,1,
523TRU,1992,9,9,44,65,0,0,1,
523TRU,1993,9,10,65,60,0,0,1,
523TRU,1994,10,8,60,70,0,0,1,
523TRU,1995,8,13,70,65,0,0,0,
523TRD,1991,NA,6,NA,39,0,0,1,
523TRD,1992,6,6,39,56,0,0,1,
523TRD,1993,6,6,56,56,0,0,1,
523TRD,1994,6,4,56,60,0,0,1,
523TRD,1995,4,7,60,55,0,0,0,
524,1988,NA,7,NA,28,0,0,1,
524,1989,7,7,28,23,0,0,1,
524,1990,7,7,23,45,0,0,1,
524,1991,7,7,45,48,0,0,1,
524,1992,7,8,48,57,0,0,1,
524,1993,8,7,57,52,0,0,1,
524,1994,7,7,52,60,0,0,1,
524,1995,7,10,60,59,0,0,0,
525U,1988,NA,7,NA,33,0,0,1,
525U,1989,7,6,33,43,0,0,1,
525U,1990,6,7,43,66,0,0,1,
525U,1991,7,8,66,61,0,0,1,
525U,1992,8,9,61,75,0,0,1,
525U,1993,9,10,75,74,0,0,1,
525U,1994,10,9,74,63,0,0,1,
525U,1995,9,10,63,40,0,0,0,
525D,1988,NA,6,NA,31,0,0,1,
525D,1989,6,5,31,35,0,0,1,
525D,1990,5,7,35,66,0,0,1,
525D,1991,7,7,63,66,0,0,1,
525D,1992,7,9,66,77,0,0,1,
525D,1993,9,11,77,78,0,0,1,
525D,1994,11,11,78,74,0,0,1,
525D,1995,11,11,74,59,0,0,0,
525R,1988,NA,5,NA,22,0,0,1,
525R,1989,5,6,22,34,0,0,1,
525R,1990,6,6,34,49,0,0,1,
525R,1991,6,6,49,54,0,0,1,
525R,1992,6,7,54,68,0,0,1,
525R,1993,7,8,68,77,0,0,1,
525R,1994,8,8,77,80,0,0,1,
525R,1995,8,10,80,70,0,0,0,
527,1988,NA,6,NA,17,0,0,1,
527,1989,6,5,17,28,0,0,1,
527,1990,5,9,28,49,0,0,1,
527,1991,9,9,49,53,0,0,1,
527,1992,9,12,53,62,0,0,1,
527,1993,12,12,62,68,0,0,1,
527,1994,12,12,68,78,0,0,1,
527,1995,12,19,78,91,0,0,0,
534,1988,NA,6,NA,18,0,0,1,
534,1989,6,6,18,20,0,0,1,
534,1990,6,6,20,49,0,0,1,
534,1991,6,8,49,41,0,0,1,
534,1992,8,10,41,53,0,0,1,
534,1993,10,11,53,67,0,0,1,
534,1994,11,16,67,70,0,0,0,
535,1988,NA,5,NA,22,0,0,1,
535,1989,5,6,22,22,0,0,1,
535,1990,6,3,22,40,0,0,0,
535U,1991,NA,3,NA,23,0,0,1,
535U,1992,3,3,23,25,0,0,1,
535U,1993,3,3,25,31,0,0,0,
535D,1991,NA,6,NA,39,0,0,1,
535D,1992,6,6,39,45,0,0,1,
535D,1993,6,5,45,38,0,0,0,
541TA,1989,NA,6,NA,47,0,0,1,
541TA,1990,6,7,47,46,0,0,1,
541TA,1991,7,7,76,73,0,0,1,
541TA,1992,7,8,73,72,0,0,1,
541TA,1993,8,8,72,87,0,0,1,
541TA,1994,8,10,87,90,0,0,0,
543,1989,NA,14,NA,66,0,0,1,
543,1990,14,15,66,109,0,0,1,
543,1991,15,20,109,88,0,0,1,
543,1992,20,22,88,100,0,0,1,
543,1993,22,25,100,108,0,0,1,
543,1994,25,27,108,100,0,0,0,
544,1989,NA,4,NA,17,0,0,1,
544,1990,4,5,17,28,0,0,1,
544,1991,5,4,28,31,0,0,1,
544,1992,4,4,31,30,0,0,1,
544,1993,4,3,30,28,0,0,1,
544,1994,3,2,28,30,0,0,1,
544,1995,2,5,30,45,0,0,1,
544,1996,5,7,45,40,0,0,1,
544,1997,7,8,40,46,0,0,0,
545,1989,NA,5,NA,18,0,0,1,
545,1990,5,6,18,37,0,0,1,
545,1991,6,7,37,32,0,0,1,
545,1992,7,6,32,43,0,0,1,
545,1993,6,5,43,38,0,0,1,
545,1994,5,7,38,50,0,0,1,
545,1995,7,6,50,25,0,0,0,
547,1989,NA,8,NA,27,0,0,1,
547,1990,8,8,27,43,0,0,1,
547,1991,8,11,43,47,0,0,1,
547,1992,11,10,47,56,0,0,1,
547,1993,10,13,56,66,0,0,1,
547,1994,13,14,66,73,0,0,1,
547,1995,14,19,73,79,0,0,0,
549,1989,NA,5,NA,44,0,0,1,
549,1990,5,5,44,55,0,0,1,
549,1991,5,5,55,46,0,0,1,
549,1992,5,7,46,57,0,0,1,
549,1993,7,7,57,59,0,0,1,
549,1994,7,7,59,51,0,0,1,
549,1995,7,9,51,62,0,0,0,
552,1990,NA,9,NA,61,0,0,1,
552,1991,9,11,61,58,0,0,1,
552,1992,11,14,58,70,0,0,1,
552,1993,14,17,70,77,0,0,1,
552,1994,17,15,77,76,0,0,1,
552,1995,15,24,76,76,0,0,0,
553L,1990,NA,7,NA,84,0,0,1,
553L,1991,7,NA,84,NA,0,0,1,
553L,1992,NA,NA,NA,NA,0,0,1,
553L,1993,NA,8,NA,76,0,0,1,
553L,1994,8,9,76,69,0,0,1,
553L,1995,9,13,69,60,0,0,1,
553M,1990,NA,8,NA,50,0,0,1,
553M,1991,8,NA,50,NA,0,0,1,
553M,1992,NA,NA,NA,NA,0,0,1,
553M,1993,NA,12,NA,79,0,0,0,
553R,1990,NA,9,NA,46,0,0,1,
553R,1991,9,NA,46,NA,0,0,1,
553R,1992,NA,NA,NA,NA,0,0,1,
553R,1993,NA,11,NA,67,0,0,1,
553R,1994,11,11,67,72,0,0,1,
553R,1995,11,19,72,63,0,0,0,
556,1990,NA,7,NA,88,0,0,1,
556,1991,7,8,88,34,0,0,1,
556,1992,8,8,34,38,0,0,1,
556,1993,8,8,38,49,0,0,1,
556,1994,8,8,49,55,0,0,1,
556,1995,8,19,55,51,0,0,0,
557,1990,NA,6,NA,45,0,0,1,
557,1991,6,7,45,32,0,0,1,
557,1992,7,9,32,35,0,0,1,
557,1993,9,8,35,56,0,0,1,
557,1994,8,9,56,55,0,0,1,
557,1995,9,4,55,87,0,0,1,"Comment: ""Check original data. (LLL) should be 57?"""
557,1996,4,10,87,29,0,0,0,
561UTR,1990,NA,9,NA,57,0,0,1,
561UTR,1991,9,12,57,68,0,0,1,
561UTR,1992,12,14,68,81,0,0,1,
561UTR,1993,14,16,81,71,0,0,1,
561UTR,1994,16,14,71,70,0,0,1,
561UTR,1995,14,4,70,31,0,0,1,
561UTR,1996,4,6,31,39,0,0,1,
561UTR,1997,6,5,39,43,0,0,1,
561UTR,1998,5,7,43,61,0,0,1,
561UTR,1999,7,10,61,64,0,0,1,
561UTR,2000,10,10,64,89,0,0,1,
561UTR,2001,10,17,89,92,0,0,1,
561UTR,2002,17,21,92,90,0,0,1,
561UTR,2003,21,26,90,99,0,0,0,
561D,1990,NA,6,NA,38,0,0,1,
561D,1991,6,6,38,45,0,0,1,
561D,1992,6,5,45,50,0,0,1,
561D,1993,5,6,50,57,0,0,1,
561D,1994,6,4,57,40,0,0,1,
561D,1995,4,3,40,15,0,0,1,
561D,1996,3,4,15,16,0,0,0,
562,1990,NA,6,NA,26,0,0,1,
562,1991,6,5,26,35,0,0,1,
562,1992,5,6,35,51,0,0,1,
562,1993,6,6,51,50,0,0,1,
562,1994,6,7,50,49,0,0,1,
562,1995,7,8,49,59,0,0,1,
562,1996,8,7,59,57,0,0,0,Gophered
563,1990,NA,5,NA,35,0,0,1,
563,1991,5,8,35,38,0,0,1,
563,1992,8,NA,38,NA,0,0,1,
563,1993,NA,9,NA,47,0,0,1,
563,1994,9,7,47,50,0,0,1,
563,1995,7,13,50,64,0,0,1,
563,1996,13,18,64,67,0,0,0,Gophered
564,1990,NA,6,NA,32,0,0,1,
564,1991,6,8,32,34,0,0,1,
564,1992,8,10,34,53,0,0,1,
564,1993,10,13,53,55,0,0,1,
564,1994,13,13,55,65,0,0,1,
564,1995,13,20,65,64,0,0,0,
566DL,1990,NA,16,NA,88,0,0,1,
566DL,1991,16,20,88,83,0,0,1,
566DL,1992,20,16,83,73,0,0,1,
566DL,1993,16,18,73,83,0,0,1,
566DL,1994,18,13,83,94,0,0,0,
566UL,1993,NA,4,NA,37,0,0,0,
567,1990,NA,7,NA,69,0,0,1,
567,1991,7,12,69,68,0,0,1,
567,1992,12,10,68,89,0,0,1,
567,1993,10,14,89,86,0,0,1,
567,1994,14,11,86,87,0,0,1,
567,1995,11,16,87,50,0,0,0,
568,1990,NA,8,NA,38,0,0,1,
568,1991,8,9,38,45,0,0,1,
568,1992,9,10,45,58,0,0,1,
568,1993,10,11,58,54,0,0,1,
568,1994,11,10,54,56,0,0,0,
570,1990,NA,8,NA,57,0,0,1,
570,1991,8,9,57,76,0,0,1,
570,1992,9,10,76,86,0,0,1,
570,1993,10,10,86,97,0,0,1,
570,1994,10,11,97,80,0,0,1,
570,1995,11,16,80,69,0,0,0,
571TR,1991,NA,9,NA,49,0,0,1,
571TR,1992,9,8,49,59,0,0,1,
571TR,1993,8,10,59,61,0,0,1,
571TR,1994,10,9,61,57,0,0,1,
571TR,1995,9,12,57,49,0,0,0,
572TAL,1991,NA,6,NA,41,0,0,1,
572TAL,1992,6,7,41,49,0,0,1,
572TAL,1993,7,8,49,55,0,0,1,
572TAL,1994,8,6,55,74,0,0,1,
572TAL,1995,6,11,74,67,0,0,0,
572TAR,1991,NA,7,NA,46,0,0,1,
572TAR,1992,7,7,46,38,0,0,1,
572TAR,1993,7,6,38,52,0,0,1,
572TAR,1994,6,6,52,57,0,0,1,
572TAR,1995,6,11,57,65,0,0,0,
573TR,1991,NA,6,NA,48,0,0,1,
573TR,1992,6,7,48,58,0,0,1,
573TR,1993,7,8,58,65,0,0,1,
573TR,1994,8,9,65,75,0,0,0,
574L,1993,NA,3,NA,36,0,0,0,
574M,1991,NA,10,NA,69,0,0,1,
574M,1992,10,12,69,83,0,0,1,
574M,1993,12,14,83,87,0,0,1,
574M,1994,13,13,87,90,0,0,1,
574M,1995,13,18,90,100,0,0,0,
574R,1991,NA,19,NA,79,0,0,1,
574R,1992,19,21,79,99,0,0,1,
574R,1993,21,28,99,105,0,0,1,
574R,1994,28,29,105,105,0,0,1,
574R,1995,29,37,105,111,0,0,0,
575U,1997,NA,4,NA,31,0,0,1,
575U,1998,4,5,31,34,0,0,1,
575U,1999,5,6,34,46,0,0,0,
575DL,1995,NA,5,NA,40,0,0,1,
575DL,1996,5,9,40,35,0,0,1,
575DL,1997,9,12,35,51,0,0,1,
575DL,1998,12,13,51,66,0,0,1,
575DL,1999,13,14,66,72,0,0,0,
575DR,1995,NA,7,NA,43,0,0,1,
575DR,1996,7,10,43,38,0,0,1,
575DR,1997,10,12,38,42,0,0,1,
575DR,1998,12,15,42,61,0,0,1,
575DR,1999,15,15,61,78,0,0,0,
578,1992,NA,5,NA,39,0,0,1,
578,1993,5,5,39,42,0,0,1,
578,1994,5,NA,42,NA,0,0,1,
578,1995,NA,11,NA,81,0,0,0,
578R,1992,NA,6,NA,40,0,0,0,
576,1992,NA,10,NA,53,0,0,1,
576,1993,10,10,53,50,0,0,1,
576,1994,10,13,50,55,0,0,1,
576,1995,13,19,55,63,0,0,0,
579TBUL,1992,NA,5,NA,19,0,0,1,
579TBUL,1993,5,4,19,23,0,0,1,
579TBUL,1994,4,2,23,24,0,0,1,
579TBUL,1995,2,5,24,23,0,0,1,
579TBUL,1996,5,6,23,27,0,0,0,
579TBDL,1992,NA,4,NA,30,0,0,1,
579TBDL,1993,4,6,30,35,0,0,1,
579TBDL,1994,6,5,35,35,0,0,1,
579TBDL,1995,5,7,35,52,0,0,1,
579TBDL,1996,7,9,52,48,0,0,0,
579TBUR,1992,NA,4,NA,31,0,0,1,
579TBUR,1993,4,4,31,34,0,0,1,
579TBUR,1994,4,4,34,40,0,0,1,
579TBUR,1995,4,5,40,42,0,0,1,
579TBUR,1996,5,7,42,34,0,0,0,
579TBDR,1992,NA,4,NA,24,0,0,1,
579TBDR,1993,4,5,24,32,0,0,1,
579TBDR,1994,5,2,32,34,0,0,1,
579TBDR,1995,2,7,34,30,0,0,1,
579TBDR,1996,7,8,30,29,0,0,0,
580,1992,NA,6,NA,46,0,0,1,
580,1993,6,7,46,54,0,0,1,
580,1994,7,7,54,46,0,0,1,
580,1995,7,9,46,50,0,0,0,
582,1992,NA,7,NA,55,0,0,1,
582,1993,7,10,55,57,0,0,1,
582,1994,10,8,57,58,0,0,1,
582,1995,8,11,58,56,0,0,1,
582,1996,11,15,56,74,0,0,0,Gophered
581,1992,NA,7,NA,42,0,0,1,
581,1993,7,7,42,45,0,0,1,
581,1994,7,6,45,45,0,0,1,
581,1995,6,10,45,51,0,0,1,
581,1996,10,9,51,53,0,0,1,
581,1997,9,12,53,66,0,0,1,
581,1998,12,15,66,69,0,0,1,
581,1999,15,13,69,67,0,0,1,
581,2000,13,11,67,88,0,0,1,
581,2001,11,23,88,95,0,0,0,
583,1992,NA,10,NA,57,0,0,1,
583,1993,10,10,57,44,0,0,1,
583,1994,10,7,44,59,0,0,1,
583,1995,7,15,59,59,0,0,1,
583,1996,15,18,59,62,0,0,1,
583,1997,18,22,62,82,0,0,1,
583,1998,22,NA,82,NA,2,3,0,"Note: ""2 flowers + 3 small aborted buds"""
584,1992,NA,6,NA,40,0,0,1,
584,1993,6,6,40,52,0,0,1,
584,1994,6,5,52,49,0,0,1,
584,1995,5,6,49,60,0,0,1,
584,1996,6,9,60,64,0,0,1,
584,1997,9,8,64,76,0,0,1,
584,1998,8,10,76,80,0,0,1,
584,1999,10,12,80,75,0,0,1,
584,2000,12,10,75,92,0,0,1,
584,2001,10,18,92,106,0,0,1,
584,2002,18,21,106,90,0,0,0,
585UL,1992,NA,5,NA,40,0,0,1,
585UL,1993,5,5,40,50,0,0,1,
585UL,1994,5,3,50,31,0,0,0,
585DL,1992,NA,6,NA,54,0,0,1,
585DL,1993,6,5,54,48,0,0,1,
585DL,1994,5,4,48,44,0,0,1,
585DL,1995,4,5,44,47,0,0,0,
585DR,1992,NA,6,NA,42,0,0,1,
585DR,1993,6,5,42,45,0,0,1,
585DR,1994,5,4,45,49,0,0,1,
585DR,1995,4,5,49,43,0,0,0,
585UR,1992,NA,7,NA,59,0,0,1,
585UR,1993,7,6,59,67,0,0,1,
585UR,1994,6,4,67,53,0,0,1,
585UR,1995,4,4,53,43,0,0,0,
586TIML,1992,NA,5,NA,33,0,0,1,
586TIML,1993,5,4,33,42,0,0,1,
586TIML,1994,4,3,42,40,0,0,1,
586TIML,1995,3,5,40,45,0,0,1,
