Tag,Year,NumLeaves(t-1),NumLeaves(t),LLL(t-1),LLL(t),NumFlowers,AbortedBuds,Alive(t+1),Comments
951,2011,22,32,71,86,0,0,0,
952,2010,NA,9,NA,53,0,0,1,
952,2011,9,8,53,65,0,0,0,
953UR,2010,NA,16,NA,72,0,0,1,
953UR,2011,16,24,72,109,0,0,1,
953UR,2012,24,13,109,66,0,0,1,
953UR,2013,12,16,66,71,0,0,1,"Note: ""now 1036?"" but data for 953UR continues after this"
953UE,2014,16,19,71,102,0,0,0,
953M,2010,NA,13,NA,93,0,0,1,
953M,2011,13,17,93,132,0,0,0,
953DL,2010,NA,9,NA,80,0,0,1,
953DL,2011,9,13,80,123,0,0,0,
954,2010,NA,7,NA,70,0,0,1,
954,2011,7,12,70,80,0,0,0,
955,2010,NA,22,NA,101,0,0,1,
955,2011,22,28,101,129,0,0,0,
956,2010,NA,6,NA,53,0,0,1,
956,2011,6,10,53,71,0,0,1,
956,2012,10,23,71,76,0,0,0,
957,2010,NA,18,NA,50,0,0,1,
957,2011,18,22,50,85,0,0,0,
958UR,2010,NA,6,NA,57,0,0,1,
958UR,2011,6,9,57,95,0,0,1,
958UR,2012,9,16,95,75,0,0,0,
958DR,2010,NA,38,NA,110,0,0,1,
958DR,2011,38,NA,110,255,11,1,1,"1 aborted flower. No leaf count, and flowered and survived??"
958DR,2012,NA,21,255,69,0,0,0,
958DL,2010,NA,9,NA,51,0,0,1,
958DL,2011,9,13,51,88,0,0,1,
958DL,2012,13,35,88,75,0,0,0,
959,2010,NA,21,NA,56,0,0,1,
959,2011,21,23,56,68,0,0,0,
961UL,2010,NA,8,NA,46,0,0,1,
961UL,2011,8,9,46,66,0,0,1,
961UL,2012,9,12,66,70,0,0,0,
961DR,2010,NA,5,NA,36,0,0,1,
961DR,2011,5,7,36,53,0,0,1,
961DR,2012,7,7,53,50,0,0,0,
963U,2010,NA,26,NA,111,0,0,1,
963U,2011,26,23,111,111,0,0,0,
963D,2010,NA,18,NA,126,0,0,1,
963D,2011,18,NA,126,176,2,0,0,
964,2010,NA,12,NA,71,0,0,1,
964,2011,12,24,71,106,0,0,0,
965,2010,NA,14,NA,78,0,0,1,
965,2011,14,24,78,92,0,0,0,
966TA,2010,NA,9,NA,44,0,0,1,
966TA,2011,9,15,44,64,0,0,1,
966TA,2012,15,22,64,67,0,0,1,
966TA,2013,22,18,67,92,0,0,1,
966TA,2014,18,19,92,51,0,0,0,
967,2010,NA,7,NA,26,0,0,1,
967,2011,7,8,26,51,0,0,0,
968TIMUL,2010,NA,5,NA,32,0,0,1,
968TIMUL,2011,5,7,32,44,0,0,0,"""no flowers at 30.6""?"
968TIMUR,2010,NA,5,NA,30,0,0,1,
968TIMUR,2011,5,9,30,48,0,0,0,
968TIMD,2010,NA,5,NA,30,0,0,1,
968TIMD,2011,5,6,30,56,0,0,0,
969TIMUL,2010,NA,6,NA,39,0,0,1,
969TIMUL,2011,6,11,39,58,0,0,1,
969TIMUL,2012,11,13,58,67,0,0,0,
969TIMUR,2010,NA,7,NA,58,0,0,1,
969TIMUR,2011,7,8,58,75,0,0,1,
969TIMUR,2012,8,12,75,57,0,0,0,
969TIMDM,2010,NA,5,NA,26,0,0,1,
969TIMDM,2011,5,10,26,78,0,0,1,
969TIMDM,2012,10,12,78,66,0,0,0,
969TIMDL,2010,NA,8,NA,51,0,0,1,
969TIMDL,2011,8,6,51,45,0,0,0,
969TIMDL,2012,6,9,45,55,0,0,0,
969TIMDR,2010,NA,6,NA,34,0,0,1,
969TIMDR,2011,6,9,34,63,0,0,0,
970,2010,NA,26,NA,90,0,0,1,"""now tag 991"""
970,2011,26,NA,90,NA,0,0,1,
970,2012,NA,NA,NA,NA,9,0,0,
971,2010,NA,30,10,NA,0,0,1,
971,2011,30,33,10,132,0,0,1,
971,2012,33,41,132,106,0,0,0,
972,2010,NA,12,NA,62,0,0,1,
972,2011,12,23,62,91,0,0,1,
972,2012,23,26,91,70,0,0,0,
973,2010,NA,18,NA,65,0,0,0,Gophered
975TIMDL,2010,NA,10,NA,60,0,0,0,New tag 992
974TIMUR,2010,NA,9,NA,60,0,0,0,New tag 992
975,2010,NA,9,NA,51,0,0,1,
975,2011,9,12,51,69,0,0,0,
976,2010,NA,6,NA,50,0,0,0,
977,2010,NA,24,NA,74,0,0,1,
977,2011,24,NA,74,207,5,0,0,
978TIMU,2010,NA,25,NA,77,0,0,1,
978TIMU,2011,25,29,77,106,0,0,1,
978TIMU,2012,29,NA,106,NA,6,0,0,
978UR,2011,NA,12,NA,72,0,0,1,
979TIML,2010,NA,18,NA,74,0,0,1,
979TIML,2011,18,14,74,86,0,0,0,
979TIMR,2010,NA,20,NA,75,0,0,1,
979TIMR,2011,20,25,75,98,0,0,0,
980,2010,NA,10,NA,48,0,0,1,
980,2011,10,17,48,79,0,0,1,
980,2012,17,22,79,60,0,0,0,
981TIMU,2010,NA,8,NA,43,0,0,1,
981TIMU,2011,8,12,43,68,0,0,1,
981TIMU,2012,12,6,68,33,0,0,1,
981TIMU,2013,6,10,33,47,0,0,1,
981TIMU,2014,10,14,47,66,0,0,1,
981TIMU,2015,14,21,66,72,0,0,1,
981TIMU,2016,21,26,72,82,0,0,1,
981TIMU,2017,26,29,82,115,0,0,0,
981TIMD,2010,NA,5,NA,21,0,0,1,
981TIMD,2011,5,6,21,39,0,0,0,981 is now 1 plant. How do I deal with this?
982,2010,NA,6,NA,47,0,0,1,
982,2011,6,8,47,71,0,0,0,
984UTIM,2011,NA,7,NA,72,0,0,1,
984UTIM,2012,7,11,72,55,0,0,1,"Loose tag, maybe now 1036"
984UTIM,2013,11,22,55,62,0,0,1,
984UTIM,2014,22,20,62,124,0,0,1,
984UTIM,2015,20,26,124,111,0,0,1,
984UTIM,2016,26,NA,111,NA,4,0,0,"""1 seedling, tag 1082"""
984DTIM,2011,NA,12,NA,97,0,0,0,984 is now 1 plant. How should I deal with this
985,2011,NA,20,NA,90,0,0,1,
985,2012,20,24,90,85,0,0,1,
985,2013,24,33,85,60,0,0,1,
985,2014,33,44,60,10,0,0,1,
985,2015,44,NA,10,NA,8,0,0,"2016, 2017: no seedlings"
986,2011,NA,7,NA,90,0,0,1,
986,2012,7,14,90,78,0,0,1,
986,2013,14,14,78,95,0,0,1,
986,2014,14,29,95,118,0,0,1,
986,2015,29,25,118,114,0,0,0,
986DL,2015,NA,23,NA,108,0,0,1,
986DL,2016,23,29,108,135,0,0,1,
986DL,2017,29,34,135,152,0,0,1,
986DL,2018,34,NA,152,NA,9,0,0,
987,2011,NA,15,NA,101,0,0,1,
987,2012,15,24,101,79,0,0,0,
988,2011,NA,11,NA,64,0,0,1,
988,2012,11,16,64,60,0,0,1,
988,2013,16,23,60,60,0,0,1,
988,2014,23,20,60,65,0,0,1,
988,2015,20,12,65,42,0,0,1,
988,2016,12,10,42,42,0,0,1,
988,2017,10,14,42,77,0,0,1,
988,2018,14,19,77,59,0,0,0,
989TIMUR,2011,NA,5,NA,46,0,0,0,
989TIMDL,2011,NA,8,NA,48,0,0,0,
993,2012,NA,10,NA,35,0,0,1,
993,2013,10,10,35,39,0,0,1,
993,2014,10,10,39,58,0,0,1,
993,2015,10,12,58,41,0,0,0,
1020,2012,NA,26,NA,52,0,0,0,
1020,2013,26,NA,52,NA,0,0,1,
1020,2014,NA,40,NA,82,0,0,1,
1020,2015,40,NA,82,NA,7,0,0,No recruits
1021D,2012,NA,22,NA,58,0,0,1,
1021D,2013,22,17,58,55,0,0,1,
1021D,2014,17,NA,55,NA,0,0,1,
1021D,2015,NA,19,NA,132,0,0,1,
1021D,2016,19,33,132,108,0,0,0,
1023,2012,NA,18,NA,76,0,0,1,
1023,2013,18,21,76,88,0,0,1,
1023,2014,21,24,88,124,0,0,1,
1023,2015,24,24,124,114,0,0,1,
1023,2016,24,32,114,118,0,0,0,
1023DR,2015,NA,4,NA,57,0,0,1,
1023DR,2016,4,3,57,33,0,0,0,
1024,2012,NA,18,NA,68,0,0,1,
1024,2013,18,30,68,75,0,0,1,
1024,2014,30,30,75,112,0,0,1,
1024,2015,30,35,112,113,0,0,1,
1024,2016,35,42,113,116,0,0,1,
1024,2017,42,35,116,117,0,0,1,
1024,2018,35,38,117,90,0,0,1,
1024,2019,38,40,90,110,0,0,0,
1027DA,2017,NA,6,NA,25,0,0,1,
1027DA,2018,6,6,25,23,0,0,0,
1027DB,2017,NA,4,NA,10,0,0,1,
1027DB,2018,4,7,10,46,0,0,0,
1027DRA,2017,NA,4,NA,17,0,0,1,
1027DRA,2018,4,4,17,14,0,0,0,
1028,2012,NA,13,NA,60,0,0,1,
1028,2013,13,13,60,59,0,0,1,
1028,2014,13,11,59,96,0,0,1,
1028,2015,11,16,96,89,0,0,1,
1028,2016,16,19,89,102,0,0,0,2017: hole in ground
1029,2012,NA,22,NA,57,0,0,1,
1029,2013,22,21,57,75,0,0,0,
1030TIMR,2012,NA,22,NA,65,0,0,0,
1031A,2014,NA,6,NA,28,0,0,0,seedling
1032,2012,NA,33,NA,85,0,0,1,
1033,2012,NA,7,NA,42,0,0,1,
1033,2013,7,7,42,32,0,0,0,
1034,2012,NA,14,NA,51,0,0,0,
1035,2012,NA,8,NA,35,0,0,0,
1035LA,2014,NA,3,NA,10,0,0,1,
1035LA,2015,3,4,10,13,0,0,1,
1035LA,2016,4,5,13,17,0,0,1,
1035LA,2017,5,8,17,26,0,0,0,
1035RA,2014,NA,4,NA,14,0,0,1,
1035RA,2015,4,4,14,23,0,0,1,
1035RA,2016,4,6,23,35,0,0,1,
1035RB,2017,6,6,35,44,0,0,0,
1037,2013,NA,4,NA,21,0,0,0,
1039,2013,NA,17,NA,70,0,0,1,
1039,2014,17,19,70,103,0,0,1,
1039,2015,19,22,103,103,0,0,1,
1039,2016,22,21,103,102,0,0,1,
1039,2017,21,29,102,120,0,0,0,
1040,2014,NA,4,NA,30,0,0,1,
1040,2015,4,6,30,38,0,0,1,
1040,2016,6,5,38,25,0,0,1,
1040,2017,5,7,25,54,0,0,0,
1043,2014,NA,13,NA,74,0,0,1,
1043,2015,13,16,74,88,0,0,1,
1043,2016,16,16,88,79,0,0,1,
1043,2017,16,15,79,77,0,0,1,
1043,2018,15,21,77,44,0,0,1,Some herbivory
1043,2019,21,19,44,76,0,0,0,
1044,2014,NA,18,NA,81,0,0,1,
1044,2015,18,26,81,75,0,0,1,
1044,2016,26,34,75,97,0,0,0,
1045,2014,NA,10,NA,79,0,0,1,
1045,2015,10,20,79,80,0,0,0,
1045,2016,20,20,86,95,0,0,0,
1048UL,2015,NA,9,NA,76,0,0,1,
1048UL,2016,9,NA,76,NA,0,0,1,
1048UL,2017,NA,NA,NA,NA,0,0,1,
1048UL,2018,NA,NA,NA,NA,0,0,1,
1048UL,2019,NA,38,NA,135,0,0,0,Gophered
1048DR,2015,NA,5,NA,78,0,0,1,
1048DR,2016,5,8,78,71,0,0,0,
1048DR,2017,8,7,71,123,0,0,1,
1048DR,2018,7,38,123,90,0,0,1,"Note: ""mistake?"" for number of leaves"
1048DR,2019,38,18,90,107,0,0,1,Gophered
1048M,2015,NA,12,NA,89,0,0,1,
1048M,2016,12,13,89,87,0,0,1,
1048M,2017,13,19,87,106,0,0,1,
1048M,2018,19,30,106,109,0,0,1,
1048M,2019,30,30,109,110,0,0,0,Gophered
1048UR,2015,NA,5,NA,63,0,0,0,
1048MR,2015,NA,6,NA,72,0,0,1,
1048MR,2016,6,13,72,63,0,0,0,
1053,2015,NA,1,NA,3,0,0,0,Probably from 1027
1054UL,2015,NA,2,NA,5,0,0,0,Probably from 1027
1054DL,2015,NA,3,NA,9,0,0,0,Probably from 1027
1054DR,2015,NA,2,NA,8,0,0,1,Probably from 1027
1054DR,2016,2,4,8,23,0,0,1,
1054DR,2017,4,5,23,45,0,0,1,
1054DR,2018,5,4,45,24,0,0,0,
1055UL,2015,NA,3,NA,8,0,0,1,Probably from 1027
1055UL,2016,3,5,8,19,0,0,0,
1076TBUL,2016,NA,4,NA,14,0,0,1,
1076TBUL,2017,4,5,14,16,0,0,1,
1076TBUL,2018,5,5,16,17,0,0,1,
1076TBUL,2019,5,5,17,32,0,0,1,
1076TBUL,2020,5,8,32,34,0,0,0,
1076TBUR,2016,NA,3,NA,4,0,0,1,
1074TBUR,2017,3,4,4,22,0,0,1,
1074TBUR,2018,4,4,22,18,0,0,0,
1076TBRRA,2016,NA,4,NA,21,0,0,1,
1076TBRRA,2017,4,3,21,31,0,0,1,
1076TBRRA,2018,3,4,31,23,0,0,1,
1076TBRRA,2019,4,4,23,26,0,0,1,
1076TBDL,2016,NA,4,NA,11,0,0,1,
1076TBDL,2017,4,7,11,25,0,0,0,
1076TBRA,2016,NA,4,NA,14,0,0,1,
1076TBRA,2017,4,4,14,26,0,0,1,
1076TBRA,2018,4,5,26,18,0,0,0,
1076RA,2018,NA,4,NA,18,0,0,0,
1076TBURA,2016,NA,3,NA,9,0,0,0,
1079,2016,NA,13,NA,68,0,0,1,
1079,2017,13,14,68,88,0,0,0,
1083TR,2017,NA,5,NA,12,0,0,0,
1088,2017,NA,5,NA,24,0,0,0,
1089,2017,NA,8,NA,58,0,0,0,
2,1980,NA,NA,NA,NA,7,0,0,
3,1979,NA,33,NA,91,0,0,1,
3,1980,33,38,91,100,0,0,1,
3,1981,38,NA,91,NA,10,0,0,
4,1980,NA,NA,NA,NA,12,0,0,
5,1980,NA,NA,NA,NA,5,0,0,
6,1980,NA,NA,NA,NA,6,0,0,
8,1980,NA,NA,NA,NA,9,0,0,
13,1980,NA,NA,NA,NA,6,0,0,
9,1980,NA,NA,NA,NA,6,0,0,
15,1980,NA,NA,NA,NA,14,0,0,
17,1979,NA,22,NA,96,0,0,1,
17,1980,22,NA,96,NA,0,0,1,
17,1981,NA,NA,NA,NA,6,0,0,
19,1980,NA,NA,NA,NA,6,0,0,
20,1980,NA,NA,NA,NA,6,0,0,
23,1979,NA,27,NA,96,0,0,1,
23,1980,27,NA,97,NA,7,0,0,
25,1980,NA,NA,NA,NA,14,0,0,
26,1979,NA,25,NA,115,0,0,1,
26,1980,25,43,115,104,0,0,1,
26,1981,43,NA,104,NA,9,0,0,
27,1980,NA,NA,NA,NA,24,0,0,
29,1980,NA,NA,NA,NA,6,0,0,
30,1980,NA,NA,NA,NA,10,0,0,
31,1979,NA,20,NA,104,0,0,1,
31,1980,20,NA,104,NA,6,0,0,
40,1979,NA,5,NA,50,0,0,1,
40,1980,5,7,50,49,0,0,1,
40,1981,7,12,49,74,0,0,1,
40,1982,12,17,74,65,0,0,1,
40,1983,17,18,65,105,0,0,1,
40,1984,18,32,105,109,0,0,1,
40,1985,32,38,109,137,0,0,1,
40,1986,38,NA,137,NA,9,0,0,
43,1979,NA,39,NA,93,0,0,1,
43,1980,39,NA,93,NA,8,0,0,
45,1980,NA,NA,NA,NA,11,0,0,
46,1980,NA,NA,NA,NA,10,0,0,
48,1979,NA,20,NA,92,0,0,1,
48,1980,20,28,92,95,0,0,1,
48,1981,28,36,95,107,0,0,1,
48,1982,36,NA,107,NA,8,0,0,
49,1980,NA,NA,NA,NA,9,0,0,
51,1979,NA,31,NA,103,0,0,1,
51,1980,31,NA,103,NA,9,0,0,
55,1980,NA,NA,NA,NA,4,0,0,
57,1979,NA,16,NA,70,0,0,1,
57,1980,16,NA,70,NA,3,0,0,
58,1979,NA,16,NA,80,0,0,1,
58,1980,16,NA,80,NA,2,0,0,
59,1979,NA,39,NA,111,0,0,1,
59,1980,39,NA,111,NA,9,0,0,
61,1980,NA,NA,NA,NA,7,0,0,
63,1981,NA,NA,NA,NA,6,0,0,
64,1980,NA,NA,NA,NA,8,0,0,
65,1980,NA,NA,NA,NA,10,0,0,
66,1979,NA,26,NA,111,0,0,1,
66,1980,26,NA,111,NA,6,0,0,
67,1980,NA,NA,NA,NA,6,0,0,
68,1980,NA,NA,NA,NA,4,0,0,
69,1980,NA,NA,NA,NA,12,0,0,
70,1979,NA,8,NA,80,0,0,1,
70,1980,8,12,80,67,0,0,1,
70,1981,12,14,67,76,0,0,1,
70,1982,14,18,76,72,0,0,1,
70,1983,18,15,72,99,0,0,1,
70,1984,15,31,99,99,0,0,1,
70,1985,31,33,99,115,0,0,1,
70,1986,33,42,115,129,0,0,1,
70,1987,32,36,129,111,0,0,1,
70,1988,36,47,111,129,0,0,1,
70,1989,47,NA,129,NA,8,0,0,
71,1980,NA,NA,NA,NA,8,0,0,
72,1979,NA,31,NA,100,0,0,1,
72,1980,31,NA,100,NA,9,0,0,
74,1980,NA,NA,NA,NA,3,0,0,
76,1980,NA,NA,NA,NA,6,0,0,
77,1980,NA,NA,NA,NA,12,0,0,
78,1980,NA,NA,NA,NA,7,0,0,
80,1980,NA,NA,NA,NA,9,0,0,"""Check older data sheet""?"
81,1980,NA,NA,NA,NA,5,0,0,
82,1980,NA,NA,NA,NA,6,0,0,
84,1979,NA,25,NA,56,0,0,1,
84,1980,25,NA,56,NA,6,0,0,
86,1979,NA,14,NA,63,0,0,1,
86,1980,14,23,63,95,0,0,1,
86,1981,23,NA,95,NA,10,0,0,
88,1980,NA,NA,NA,NA,9,0,0,
92,1980,NA,NA,NA,NA,10,0,0,
93,1979,NA,44,NA,99,0,0,1,
93,1980,44,56,99,98,0,0,1,
93,1981,56,NA,98,NA,8,0,0,
94NS,1979,NA,18,NA,110,0,0,1,
94NS,1980,18,NA,110,NA,4,0,0,
94,1979,NA,18,NA,88,0,0,1,
94,1980,18,NA,88,NA,6,0,0,
95,1980,NA,NA,NA,NA,10,0,0,
96,1980,NA,NA,NA,NA,6,0,0,
97,1980,NA,NA,NA,NA,9,0,0,
99,1980,NA,NA,NA,NA,5,0,0,
100,1979,NA,44,NA,116,0,0,1,
100,1980,44,NA,116,NA,9,0,0,
102,1980,NA,NA,NA,NA,7,0,0,
104,1980,NA,NA,NA,NA,11,0,0,
105,1979,NA,6,NA,54,0,0,1,
105,1980,6,11,54,75,0,0,1,
105,1981,11,17,75,84,0,0,1,
105,1982,17,25,84,74,0,0,1,
105,1983,25,23,74,130,0,0,1,
105,1984,23,NA,130,NA,10,0,0,
108,1980,NA,NA,NA,NA,6,0,0,
109,1979,NA,9,NA,36,0,0,1,
109,1980,9,14,36,42,0,0,1,
109,1981,13,16,42,57,0,0,1,
109,1982,16,21,57,54,0,0,1,
109,1983,21,23,54,85,0,0,1,
109,1984,23,51,85,111,0,0,1,
109,1985,51,NA,111,NA,17,0,0,
113,1979,NA,27,NA,108,0,0,1,
113,1980,27,35,108,117,0,0,1,
113,1981,35,NA,117,NA,6,0,0,
115,1980,NA,NA,NA,NA,9,0,0,
118,1980,NA,48,NA,95,0,0,1,
118,1981,48,NA,95,NA,9,0,0,
119,1980,NA,NA,NA,NA,6,0,0,
121,1980,NA,NA,NA,NA,12,0,0,
122,1980,NA,NA,NA,NA,12,0,0,
126,1979,NA,13,NA,77,0,0,1,
126,1980,13,22,77,85,0,0,1,
126,1981,22,40,85,110,0,0,1,
126,1982,40,NA,110,NA,7,0,0,
127,1979,NA,19,NA,103,0,0,1,
127,1980,19,NA,103,NA,4,0,0,
130,1979,NA,18,NA,104,0,0,1,
130,1980,18,27,104,56,0,0,1,
130,1981,27,32,56,95,0,0,1,
130,1982,32,36,95,100,0,0,1,
130,1983,36,39,100,128,0,0,1,
130,1984,39,NA,128,NA,12,0,0,
131,1979,NA,40,NA,66,0,0,1,
131,1980,40,NA,66,NA,11,0,0,
132,1979,NA,21,NA,92,0,0,1,
132,1980,21,23,92,97,0,0,1,
132,1981,23,26,97,98,0,0,1,
132,1982,26,NA,98,NA,3,0,0,
133,1980,NA,NA,NA,NA,7,0,0,
134,1979,NA,22,NA,80,0,0,1,
134,1980,22,NA,80,NA,5,0,0,
135,1980,NA,NA,NA,NA,6,0,0,
138,1979, NA,8,NA,52,0,0,1,
138,1980,8,16,52,63,0,0,1,
138,1981,16,22,63,74,0,0,1,
138,1982,22,22,71,71,0,0,1,
138,1983,22,25,71,85,0,0,1,
138,1984,25,38,85,120,0,0,1,
138,1985,38,NA,120,NA,9,0,0,
140,1979,NA,30,NA,126,0,0,1,
140,1980,30,NA,126,NA,5,0,0,
142W,1979,NA,22,NA,85,0,0,1,
142W,1980,22,NA,85,NA,7,0,0,
142E,1979,NA,21,NA,74,0,0,1,
142E,1980,21,NA,74,NA,6,0,0,
150,1980,NA,NA,NA,NA,7,0,0,
151,1980,NA,24,NA,114,0,0,1,
151,1981,24,NA,114,NA,6,0,0,
153,1981,NA,NA,NA,NA,6,0,0,
158,1980,NA,39,NA,102,0,0,1,
158,1981,39,NA,102,NA,6,0,0,
170,1980,NA,4,NA,137,0,0,1,
170,1981,4,7,137,56,0,0,1,
170,1982,7,9,56,56,0,0,1,
170,1983,9,8,56,58,0,0,1,
170,1984,8,14,58,101,0,0,1,
170,1985,14,20,101,74,0,0,1,
170,1986,20,25,74,76,0,0,1,
170,1987,25,26,76,83,0,0,1,
170,1988,26,27,83,102,0,0,1,
170,1989,27,36,102,92,0,0,1,
170,1990,36,95,92,122,0,0,1,
170,1991,95,NA,122,NA,10,1,0,
171,1980,NA,5,NA,37,0,0,1,
171,1981,5,5,37,45,0,0,1,
171,1982,5,9,45,45,0,0,1,
171,1983,9,5,45,68,0,0,1,
171,1984,5,12,68,67,0,0,1,
171,1985,12,14,67,84,0,0,1,
171,1986,14,17,84,72,0,0,1,
171,1987,17,13,72,33,0,0,1,
171,1988,13,19,33,108,0,0,1,
171,1989,19,22,108,88,0,0,1,
171,1990,22,23,88,111,0,0,1,
171,1991,23,NA,111,NA,3,1,0,1 eaten bud
178,1980,NA,4,NA,31,0,0,1,
178,1981,4,9,31,44,0,0,1,
178,1982,9,11,44,36,0,0,1,
178,1983,11,9,36,43,0,0,1,
178,1984,9,15,43,70,0,0,1,
178,1985,15,22,70,71,0,0,1,
178,1986,22,30,71,77,0,0,1,
178,1987,30,30,77,71,0,0,1,
178,1988,30,36,71,79,0,0,1,
178,1989,36,30,79,75,0,0,1,
178,1990,30,42,75,102,0,0,1,
178,1991,42,NA,102,NA,6,1,0,
180,1980,NA,4,NA,32,0,0,1,
180,1981,4,6,32,42,0,0,1,
180,1982,6,5,42,60,0,0,1,
180,1983,5,7,60,72,0,0,1,
180,1984,7,11,72,82,0,0,1,
180,1985,11,21,82,NA,0,0,1,
180,1986,21,29,NA,108,0,0,1,
180,1987,29,30,108,93,0,0,1,
180,1988,30,NA,93,NA,6,0,0,
181,1980,NA,6,NA,22,0,0,1,
181,1981,6,9,22,42,0,0,1,
181,1982,9,10,42,45,0,0,1,
181,1983,10,10,45,67,0,0,1,
181,1984,10,16,67,91,0,0,1,
181,1985,16,26,91,91,0,0,1,
181,1986,26,31,91,96,0,0,1,
181,1987,21,30,96,93,0,0,1,
181,1988,30,NA,93,NA,6,0,0,
184,1980,NA,5,NA,23,0,0,1,
184,1981,5,8,23,34,0,0,1,
184,1982,8,8,34,44,0,0,1,
184,1983,8,9,44,64,0,0,1,
184,1984,9,14,64,69,0,0,1,
184,1985,14,15,69,78,0,0,1,
184,1986,15,21,78,80,0,0,1,
184,1987,21,NA,80,NA,0,0,1,
184,1988,NA,27,NA,115,0,0,1,
184,1989,27,NA,115,NA,6,0,0,
190,1980,NA,6,NA,25,0,0,1,
190,1981,6,9,25,43,0,0,1,
190,1982,9,9,43,51,0,0,1,
190,1983,9,13,51,81,0,0,1,
190,1984,13,17,81,109,0,0,1,
190,1985,17,28,109,105,0,0,1,
190,1986,28,39,105,110,0,0,1,
190,1987,39,34,110,110,0,0,1,
190,1988,34,46,110,141,11,0,0,
227,1981,NA,7,NA,36,0,0,1,
227,1982,7,7,36,44,0,0,1,
227,1983,7,5,44,70,0,0,1,
227,1984,5,10,70,71,0,0,1,
227,1985,10,13,71,102,0,0,1,
227,1986,13,15,102,102,0,0,1,
227,1987,15,19,102,100,0,0,1,
227,1988,19,27,100,104,0,0,1,
227,1989,27,32,104,93,0,0,1,
227,1990,32,39,93,115,0,0,1,
227,1991,39,NA,115,NA,6,0,0,
241,1981,NA,10,NA,44,0,0,1,
241,1982,10,10,44,39,0,0,1,
241,1983,10,10,39,92,0,0,1,
241,1984,10,22,92,106,0,0,1,
241,1985,22,33,106,117,0,0,1,
241,1986,33,47,117,108,0,0,1,
241,1987,47,46,108,80,0,0,1,
241,1988,46,48,80,115,0,0,1,
241,1989,48,NA,115,NA,13,0,0,
244,1981,NA,8,NA,31,0,0,1,
244,1982,8,7,31,28,0,0,1,
244,1983,7,8,28,60,0,0,1,
244,1984,8,12,60,66,0,0,1,
244,1985,12,16,66,85,0,0,1,
244,1986,16,18,85,106,0,0,1,
244,1987,18,NA,106,NA,0,0,1,
244,1988,NA,28,NA,121,0,0,1,
244,1989,28,44,121,115,0,0,1,
244,1990,44,35,115,117,0,0,1,
244,1991,35,44,117,116,0,0,1,
244,1992,44,43,116,122,0,0,1,
244,1993,43,NA,122,NA,9,0,0,
245,1981,NA,17,NA,64,0,0,1,
245,1982,17,19,64,71,0,0,1,
245,1983,19,25,71,115,0,0,1,
245,1984,25,39,115,129,0,0,1,
245,1985,39,NA,129,NA,12,0,0,
247,1981,NA,16,NA,83,0,0,1,
247,1982,16,25,83,61,0,0,1,
247,1983,25,27,61,98,0,0,1,
247,1984,27,36,98,93,0,0,1,
247,1985,27,47,93,112,0,0,1,
247,1986,47,NA,112,NA,7,0,0,
248,1981,NA,8,NA,42,0,0,1,
248,1982,8,8,42,32,0,0,1,
248,1983,8,9,32,43,0,0,1,
248,1984,9,14,43,62,0,0,1,
248,1985,14,19,62,63,0,0,1,
248,1986,19,20,63,68,0,0,1,
248,1987,20,18,68,65,0,0,1,
248,1988,18,24,65,87,0,0,1,
248,1989,24,25,87,66,0,0,1,
248,1990,25,25,66,82,0,0,1,
248,1991,25,28,82,79,0,0,1,
248,1992,28,25,79,83,0,0,1,
248,1994,25,NA,83,NA,3,2,0,
252,1981,NA,30,NA,109,0,0,1,
252,1982,30,NA,109,NA,9,0,0,
261,1982,NA,12,NA,42,0,0,1,
261,1983,12,10,42,52,0,0,1,
261,1984,10,20,52,102,0,0,1,
261,1985,20,35,102,82,0,0,1,
261,1986,35,40,82,90,0,0,1,
261,1987,40,43,90,90,0,0,1,
261,1988,43,62,90,129,0,0,1,
261,1989,62,NA,129,NA,18,0,0,
271,1982,NA,4,NA,15,0,0,1,
271,1983,4,4,15,21,0,0,1,
271,1984,4,5,21,38,0,0,1,
271,1985,5,6,38,45,0,0,1,
271,1986,6,6,45,52,0,0,1,
271,1987,6,6,52,61,0,0,1,
271,1988,6,5,61,62,0,0,1,
271,1989,5,9,62,54,0,0,1,
271,1990,9,5,54,27,0,0,1,Leaf chewed
271,1991,5,5,27,25,0,0,1,
271,1992,5,5,25,33,0,0,1,
271,1993,5,NA,33,NA,6,0,0,
289,1982,NA,17,NA,59,0,0,1,
289,1983,17,19,59,86,0,0,1,
289,1984,19,26,86,82,0,0,1,
289,1985,26,31,82,100,0,0,1,
289,1986,31,35,100,102,0,0,1,
289,1987,35,NA,102,NA,6,0,0,
290,1982,NA,13,NA,50,0,0,1,
290,1983,13,13,50,74,0,0,1,
290,1984,13,19,74,56,0,0,1,
290,1985,19,29,56,95,0,0,1,
290,1986,29,32,95,92,0,0,1,
290,1987,32,36,92,92,0,0,1,
290,1988,36,44,92,113,0,0,1,
290,1989,44,NA,113,NA,8,0,0,
291LD,1983,NA,10,NA,56,0,0,1,
291LD,1984,10,13,56,62,0,0,1,
291LD,1985,13,18,62,82,0,0,1,
291LD,1986,18,23,82,62,0,0,1,
291LD,1987,23,17,62,58,0,0,1,
291LD,1988,17,27,58,91,0,0,1,
291LD,1989,27,27,91,70,0,0,1,
291LD,1990,27,25,70,111,0,0,1,
